movie_id,title,genres,release_year,imdb_id,tmdb_id,wikidata_id,wikidata_label,wikidata_description,release_date,countries,languages,directors,screenwriters,cast_members,series,wikidata_genres
74,Bed of Roses (1996),Drama|Romance,1996,tt0115644,20927,Q502882,Bed of Roses,1996 film by Michael Goldenberg,1996-01-01T00:00:00Z,United States,English,Michael Goldenberg,,,,drama film|romance film
75,Big Bully (1996),Comedy|Drama,1996,tt0115676,36929,Q4905397,Big Bully,1996 film by Steve Miner,1996-01-01T00:00:00Z,United States,English,Steve Miner,,,,buddy film|comedy drama
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,tt0114367,9102,Q555995,Screamers,1995 film by Christian Duguay,1995-09-08T00:00:00Z,Japan|United States|Canada,English,Christian Duguay,,,,fantasy film|adventure film|action film|horror film|post-apocalyptic film|thriller film|war film|dystopian film|film based on literature|science fiction film
77,Nico Icon (1995),Documentary,1995,tt0113973,124626,Q3339863,Nico Icon,1995 film,1995-01-01T00:00:00Z,United States,English,Susanne Ofteringer,,,,documentary film|biographical film
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,tt0112744,27526,Q1141286,The Crossing Guard,1995 film by Sean Penn,1995-01-01T00:00:00Z,United States,English,Sean Penn,,,,drama film|crime film
79,"Juror, The (1996)",Drama|Thriller,1996,tt0116731,9623,Q1475275,The Juror,1996 film by Brian Gibson,1996-01-01T00:00:00Z,United States,English,Brian Gibson,,,,drama film|romance film|crime film|thriller film|trial film|film based on a novel
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,tt0112445,46785,Q2355570,The White Balloon,1994 film by Jafar Panahi,1994-01-01T00:00:00Z,Iran,Persian,Jafar Panahi,,,,comedy film|drama film
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,tt0114660,400,Q1169589,Things to Do in Denver When You're Dead,1995 film by Gary Fleder,1995-01-01T00:00:00Z,United States,English,Gary Fleder,,,,comedy film|action film|crime film|drama film
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,tt0112379,880,Q155089,Antonia's Line,1995 film by Marleen Gorris,1995-05-19T00:00:00Z,Netherlands,Dutch,Marleen Gorris,,,,comedy film|drama film
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,tt0114039,146599,Q7091836,Once Upon a Time...When We Were Colored,1996 film by Tim Reid,1996-01-01T00:00:00Z,United States,English,Tim Reid,,,,biographical film
85,Angels and Insects (1995),Drama|Romance,1995,tt0112365,8447,Q636222,Angels & Insects,1995 film by Philip Haas,1995-01-01T00:00:00Z,United States|United Kingdom,English,Philip Haas,,,,romance film|drama film
86,White Squall (1996),Action|Adventure|Drama,1996,tt0118158,10534,Q1756394,White Squall,1996 film by Ridley Scott,1996-01-01T00:00:00Z,United States|United Kingdom,English,Ridley Scott,,,,drama film|adventure film|disaster film|action film
87,Dunston Checks In (1996),Children|Comedy,1996,tt0116151,17414,Q645480,Dunston Checks In,1996 film directed by Ken Kwapis,1996-01-01T00:00:00Z,United States,English,Ken Kwapis,,,,comedy film
88,Black Sheep (1996),Comedy,1996,tt0115697,13997,Q880549,Black Sheep,1996 film by Penelope Spheeris,1996-01-01T00:00:00Z,United States,English,Penelope Spheeris,,,,screwball comedy film|buddy film
89,Nick of Time (1995),Action|Thriller,1995,tt0113972,2086,Q909394,Nick of Time,1995 film directed by John Badham,1995-11-22T00:00:00Z,United States,English,John Badham,,,,crime film|mystery film|action film|thriller film|political thriller film
90,The Journey of August King (1995),Drama,1995,tt0113490,61548,Q2554115,The Journey of August King,1996 film by John Duigan,1996-01-01T00:00:00Z,United States,English,John Duigan,,,,drama film
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,tt0117002,9095,Q953911,Mary Reilly,1996 film directed by Stephen Frears,1996-01-01T00:00:00Z,United States,English,Stephen Frears,,,,drama film|horror film|film based on a novel
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,tt0114825,12158,Q1353837,Vampire in Brooklyn,1995 film directed by Wes Craven,1995-10-27T00:00:00Z,United States,English,Wes Craven,,,,comedy film|horror film|vampire film|comedy horror film
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,tt0115639,9283,Q813451,Beautiful Girls,1996 film directed by Ted Demme,1996-01-01T00:00:00Z,United States,English,Ted Demme,,,,drama film|romantic comedy
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,tt0115759,9208,Q392915,Broken Arrow,1996 film directed by John Woo,1996-01-01T00:00:00Z,United States,English,John Woo,,,,action film|spy film|thriller film
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,tt0113403,40154,Q2245295,A Midwinter's Tale,1995 film by Kenneth Branagh,1995-01-01T00:00:00Z,United Kingdom,English,Kenneth Branagh,,,,romantic comedy|Christmas film
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,tt0113247,406,Q466101,La Haine,1995 film directed by Mathieu Kassovitz,1995-01-01T00:00:00Z,France,French,Mathieu Kassovitz,,,,drama film|crime film|hood film
98,Shopping (1994),Action|Thriller,1994,tt0111173,45549,Q250995,Shopping,1994 film by Paul W. S. Anderson,1994-01-01T00:00:00Z,Japan|United Kingdom,English,Paul W. S. Anderson,,,,drama film|crime film|teen film
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,tt0113283,63076,Q5698865,Heidi Fleiss: Hollywood Madam,1996 film by Nick Broomfield,1996-01-01T00:00:00Z,United States,English,Nick Broomfield,,,,documentary film
100,City Hall (1996),Drama|Thriller,1996,tt0115907,11062,Q44686,City Hall,1996 film directed by Harold Becker,1996-01-01T00:00:00Z,United States,English,Harold Becker,,,,drama film|crime film
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,tt0115734,13685,Q514565,Bottle Rocket,1996 film by Wes Anderson,1996-01-01T00:00:00Z,United States,Spanish|English,Wes Anderson,,,,heist film|buddy film|comedy film
102,Mr. Wrong (1996),Comedy,1996,tt0117102,47475,Q521290,Mr. Wrong,1996 film directed by Nick Castle,1996-01-01T00:00:00Z,United States,English,Nick Castle,,,,romantic comedy
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,tt0118040,2045,Q2079258,Unforgettable,1996 film by John Dahl,1996-01-01T00:00:00Z,United States,English,John Dahl,,,,crime film|science fiction film|mystery film
104,Happy Gilmore (1996),Comedy,1996,tt0116483,9614,Q1313063,Happy Gilmore,1996 film by Dennis Dugan,1996-02-16T00:00:00Z,United States,English,Dennis Dugan,,,,comedy film
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,tt0112579,688,Q399823,The Bridges of Madison County,1995 film directed by Clint Eastwood,1995-01-01T00:00:00Z,United States,English,Clint Eastwood,,,,drama film|romance film|flashback film|film based on a novel
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,tt0110251,11907,Q1738011,Nobody Loves Me,1994 film by Doris Dörrie,1994-11-07T00:00:00Z,Germany,German,Doris Dörrie,,,,comedy film
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,tt0117110,10874,Q1788520,Muppet Treasure Island,1996 film directed by Brian Henson,1996-02-16T00:00:00Z,United States,English,Brian Henson,,,The Muppets,comedy film|musical film|pirate film|children's film|film based on literature
108,Catwalk (1996),Documentary,1996,tt0112646,89333,Q2382701,Catwalk,1995 film by Robert Leacock,1995-01-01T00:00:00Z,United States,English,Robert Leacock,,,,documentary film
110,Braveheart (1995),Action|Drama|War,1995,tt0112573,197,Q162729,Braveheart,1995 film directed by Mel Gibson,1995-01-01T00:00:00Z,United States,English,Mel Gibson,,,,drama film|action film|war film|biographical film|medieval film
111,Taxi Driver (1976),Crime|Drama|Thriller,1976,tt0075314,103,Q47221,Taxi Driver,1976 US film directed by Martin Scorsese,1976-02-08T00:00:00Z,United States,English,Martin Scorsese,,,,drama film|film noir|action film|crime film|neo-noir|thriller film|vigilante film|psychological drama film|psychological thriller film|police procedural film|crime drama film|suspense film|crime thriller film
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,tt0113326,33542,Q789374,Rumble in the Bronx,1995 film by Stanley Tong,1995-01-21T00:00:00Z,Hong Kong,Chinese|English,Stanley Tong,,,,crime film|action comedy film|martial arts film
113,Before and After (1996),Drama|Mystery,1996,tt0115645,43566,Q1178292,Before and After,1996 film by Barbet Schroeder,1996-01-01T00:00:00Z,United States,English,Barbet Schroeder,,,,drama film|crime film|mystery film|trial film|film based on a novel
114,Margaret's Museum (1995),Drama,1995,tt0113774,71754,Q1167668,Margaret's Museum,1995 film by Mort Ransen,1995-01-01T00:00:00Z,Canada|United Kingdom,English,Mort Ransen,,,,drama film|independent film|romance film
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,1995,tt0112556,43612,Q2554405,Happiness Is in the Field,1995 film by Étienne Chatiliez,1995-12-06T00:00:00Z,France,French,Étienne Chatiliez,,,,comedy film
116,Anne Frank Remembered (1995),Documentary,1995,tt0112373,51352,Q466765,Anne Frank Remembered,1995 television film directed by John Blair Jr.,1995-01-01T00:00:00Z,United States|United Kingdom,English,Jon Blair,,,,documentary film
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995,tt0115033,16934,Q831265,The Young Poisoner's Handbook,1995 film by Benjamin Ross,1995-01-01T00:00:00Z,France|United Kingdom|Germany,English,Benjamin Ross,,,,black comedy film
118,If Lucy Fell (1996),Comedy|Romance,1996,tt0116606,10324,Q1514643,If Lucy Fell,1996 film by Eric Schaeffer,1996-01-01T00:00:00Z,United States,English,Eric Schaeffer,,,,romantic comedy
119,"Steal Big, Steal Little (1995)",Comedy,1995,tt0114536,78406,Q7605252,Steal Big Steal Little,1995 film by Andrew Davis,1995-01-01T00:00:00Z,United States,English,Andrew Davis,,,,comedy film
120,Race the Sun (1996),Adventure|Comedy|Drama,1996,tt0117427,55731,Q746538,Race the Sun,1996 film directed by Charles T. Kanganis,1996-01-01T00:00:00Z,United States,English,Charles T. Kanganis,,,,comedy film|comedy drama
121,"Boys of St. Vincent, The (1992)",Drama,1992,tt0106473,32119,Q2595588,The Boys of St. Vincent,1992 film by John N. Smith,1992-12-06T00:00:00Z,Canada,English,John N. Smith,,,,docudrama
122,Boomerang (1992),Comedy|Romance,1992,tt0103859,11066,,,,,,,,,,,
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,tt0109424,11104,,,,,,,,,,,
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995,tt0114808,37975,,,,,,,,,,,
125,Flirting With Disaster (1996),Comedy,1996,tt0116324,2074,,,,,,,,,,,
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994,tt0110647,27793,,,,,,,,,,,
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994,tt0111055,44284,,,,,,,,,,,
129,Pie in the Sky (1996),Comedy|Romance,1996,tt0114131,110972,,,,,,,,,,,
130,Angela (1995),Drama,1995,tt0112364,32622,,,,,,,,,,,
